o:resource_template,o:resource_class,dcterms:title,edm:hasView,edm:isShownBy,bibo:pageStart,content,dcterms:identifier,dcterms:isPartOf,first_hpos,first_vpos,first_width,first_height,last_hpos,last_vpos,last_width,last_height,cv,IIIF_id,language,status,pid
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0024,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0024.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=23&xywh=-1391%2C0%2C10494%2C4670,24,"fais, ce qui fait, quil m'est tres sensible de vour mons vre espoux
dans les sentiment, de ne vouloir faire separation des biens delaissez
p feu nre chere pere amiablement ce qui n'at temoigne que trop a 
mon espoux p ces propositions esxtraordinaire quil fait de vouloir
separer la Lg de swijndrecht disant quil ne vent avoir la chausse
di celle, enfen des choses, inprcctieable, & comme il a menasce
demporter tous les papiers avec luy m'alqre nous, dont il n a point
droit si long tems que les affaires de la maison mort waire, me sont 
fince, & on ne luy a jamais refuse au q'un inttraition ny empeschez
de les examiner icy, nous avons este oblige dy faire arrest deslus
& aller  de voies, dont nous n'avons frue, de nous devoir servir & que
nous avions suppose, que vous auriez prevenue p vre presence 
icy, sors que vous auriez pu juger vous mesme les manieres arreables 
avec les quelles, nous souhaitions de fir, car a dire la verite, conme
nous ne sommes que deux soeurs au monde, le lien du sang & de
la nature devroit bien nous unir dans une plus grande siaison
au lieu de nous en cloiguer p des longes proces don ne puisse
n'aitre qun contiuel chagrin, pour nos deux du moins, si vous
avez le coeur aussij sensible envers moy, somme ie lay pour vre
chere personne & dalieur le toute ne puisse contribuer qu'a la 
perte de nos revenues de part & dautre, comme on le vois dua
des biens de mersiem, dont le vaille des lrb hetbes a faucher
donne en ferme, pour jcelle annee devroit estre receu & dernier
payement au noeel passe, & ussy il doivent estre donne de 
nouveau en ferme en j'un prochain, pour le quel nous avions
prepose a mons. vre espoux de commetre qwel quie de
commeue man, pour caisser recevoir tous les revenu ce quel
n'a voulu faire enfin nous ne scavons point a quoy tout cela 
bute, cependant ie vous prie de vouloir, scalmer le tout, s'il vous
est possible, pour que nous puissions lunr agreablement a
quoy le veu voire que vre presence icy, pourrez contribirer 
veau coup, lois que ie tacheray de faire aussij de mon cotte
toute ce quel sera aucunement faisonable pour pouvoir
retter dans une parfaite union comme estant d'une coeur
l
lincere & pleur d'estme & amitie
mon espoux vous fau des c ",,75864,,,,,759,4045,1967,316,23,https://museumstichting.resourcespace.com/iiif/image/49529,fr,unreviewed,http://data.momu.be/ark:34546/m63xtm_mf7mc
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0025,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0025.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=24&xywh=-1391%2C0%2C10494%2C4670,25,"un tell mertaile chagrin, & soyez bien persuade que vous auray ne
contentement parfait d'avoir a faire avec aluy qui est de coeur
duand vous auray peind ma galere
ie vous donneray outre nre accord encor un perit presant pour
mad: vre espouze vous priant de me donner responce a la reception",,75864,,,,,779,589,2457,144,24,https://museumstichting.resourcespace.com/iiif/image/49530,fr,unreviewed,http://data.momu.be/ark:34546/m63xtm_m9gj6
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0026,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0026.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=25&xywh=-1391%2C0%2C10494%2C4670,26,"profectie us: beveles
voorders sien dt  un d'affairens sult continueren lor come  dese
ue: vragen oft ul de alde beste goederen soude geven voorden
prijs als huyr onder om volgens te reguleren Jul: antwoorde
oet waghtende blijv
4 geoot lost ƒ63:6
ap 3 segels „ 9:6
 grest lost a 11:6",,75864,,,,,834,963,837,185,25,https://museumstichting.resourcespace.com/iiif/image/49531,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_m5qg1
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0027,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0027.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=26&xywh=-1391%2C0%2C10494%2C4670,27,"monss Cappeus &madame icy pour la fin de ce mas il faut voir
sil seros encor du mesme sentiment, qui est sans raison ny fonden
& si en cas quil ne sfresonde point, pour fieir, il en faut pas estre
estonne, que nous sajons en ptces c'est un hone sans raison
& a qui du ne se peut trop fier si non que p escrit ie suis tres
mortafie ma chere tante, que ie vous doit de lares telles choses 
esperant pouurant, que nons ferons a lon vayage prochan 
mie sesparation a lamiable, ce que me ferrait implausir
in crouable, entre tans J'ay lhonneurs d'estre avec beaucoup
die respuest pvenent don
mon esponse vous fait bien des complements
de mesme a vre chere famile, permette que ie juque
nu tles wiens",,75864,,,,,821,1461,744,181,26,https://museumstichting.resourcespace.com/iiif/image/49532,fr,unreviewed,http://data.momu.be/ark:34546/m63xtm_m1zcv
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0028,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0028.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=27&xywh=-1391%2C0%2C10494%2C4670,28,"lettre, & que vous l'endosse a mon ordr, pour la rendre a celuy a 
qui ie l'aj ne gotie, si le change tombe il seraa vre perte
& sil monte vous m'en auray point du presit, ie voisprie de 
me la renvayer incessament car ie serois oblige de procurer
la somme de six gent nonante quatre florins neuf
patars predits, estant le suject de cette & suis avre biens
des sunpliments
 fpus le biens a Lille je vendrons ",,75864,,,,,790,893,1723,239,27,https://museumstichting.resourcespace.com/iiif/image/49533,fr,unreviewed,http://data.momu.be/ark:34546/m63xtm_mx6bd
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0029,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0029.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=28&xywh=-1391%2C0%2C10494%2C4670,29,"daerom gelieft het op ue: naem te verheffen, ofte versoecken uijt stel
tot dat de aengestelde arbiters oft arbittateurs, de delisie sullen
hebben gegeven, & ingevalle daer mede niet sont ten rechten comny
dat ben baillieu vant leen heff van merchem, daer inne niet wille
consenteren dat echter onvedelijck soude sijn, connen die heerlijckhejst
doen versieffen, voor het gemeijn sterfhuys sonder preijuditie van
der sijn gerechtigheyat. sien dat den man van de wed: de man
aen ue gesereven heeft de rek van den overleden in staet te sijn, ben
overgelevert te worden, wij oordeelen bij aldien ue vant selve
sentiment lejet, van hem te ordonneren van de selve rek: over te senden
als wanneer mijn liefste die soude connen visiteren bermits haer alles
besient is, & naer de examinatie aen ue weder senden met een notitie
hoe de selve bevonden, & souden als dan Jan Hasselmans ue enight
met de noodige instructien connen auctooiseren tot aenhooren der selve
reekeninge, terwijlen hij oock daer eenighsintsat geinformeert is ofte
wel dat ue lieve hadde den voors verbeckke, tot het doen van te
rek tot gent te doen comen, op coste van gemijn sterfhuys, & die 
aldaer selver te aenhooren, dogh die rek: soude eerst moeten
giex amineert sijn, op dat hij niet geobligeert soude sijn, soo langen
tijdt te vaeeven. Jan Hesselmans is capatel genoech, om de velle van
dea eurateur van den boedel van de wed: Callian te aenhooren
derhalven alst met ue beliefte wae, & dat ue hem voor die tijdt soude
connen derven soude nem daer toe connen aevetoriseren, als wanner
hij de penningen het sterfhuys competerende soude connen ter
hant stellen
den voorgaenden packter van de calteye andries martines heeft comen
bieden voor drij saven packt van de selve vierhondert gubent sjaers
& lieven de siet presenteert maer dry hondert guldent dogh den eersten
seght sijn woordt niet te houden, bij aldien wij het placken bij
affigie, tgene niet noodigh oordeele alsoo selver opt vlaems hooft
geweest ben, &stenbaer gemaeckt, evenwel bidde van ue sentiment
te laten weeten, &et daer ontrent doen soude, ons gevoelen is van dit
gebot aen te nemen, alsoo de passagie van de bougge ontrent de
twee hondert guldens minder verpaeckt is, als de voorige reyte soo den
pachter mj verclaert heeft wij sijn ue ten hooghsten verplicht
voor alle ue beleefde presentatien, & sullen bij occasien daer van
trachten te profiteren, & wat aens het de danckseggende, die ue
gelieft te doen, over hat onthael dat wij ul: hebben trachten te doen
geouvende uy: verblijf al hier meriteert het niet sijnde ue: wel
geobligeert voor het faveur dat ons hebt gelieven aen te doen dat
ons veel plaisw gedaen heeft, & aengenaem is geweest, echter het soude
een volcome satisfactie gegeven hebben aen ons beyde, in gevalle
ue een van alle mijne presentatien hadde gelieven aen te
6
nemen, ontrent de scheiydenge  deglinge die voor ue soo
avant agieus waren, terwijlen ue: den keus gepresenteert hadde 
wille niet twijfelen oft de arbiters sullen het verschil soo danigh
de eideren dat wij beyde sullen content sijn, & ick niet anders ben
wenschende, als mede eene goede vane  vantschap onder soo naer
bestaende waer toe alle mogeliecke divoiren sal aen wenden om die 
te mentineren, & in alle vos vallende occasien aen ue onse estimeen
genegentheyet te betoonen, & terwijlen het schijnde dat iuk van u
sogement alhier content sijdt geweest soo presentere andermael
mijn huys aen ue: & mevrouw ue liefste & voordere familiee
tallen tijde uyt ter herten & maer ons complunenten gedaen te hebben
aen ue: mevoin ue lieffte mijn heer ue broeder blijve met op rechtighe",,75864,,,,,3517,1692,2430,190,28,https://museumstichting.resourcespace.com/iiif/image/49534,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_msf87
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0030,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0030.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=29&xywh=-1391%2C0%2C10494%2C4670,30,"ende uijt spordgh is, waerom ue desen andermael schrijve voor
de laette vermaninge & ingevalle des tusschen heden & viertien
daghen niet overccut en gelt brenght tijdt verseliert dat ul
pacht brief naer gent sal versonden worden daerom waght
ue van schade, & ue p nersten met gelt verwaghtende blijve",,75864,,,,,830,599,2414,198,29,https://museumstichting.resourcespace.com/iiif/image/49535,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_mnp62
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0032,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0032.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=31&xywh=-1391%2C0%2C10494%2C4670,32,"was, als wij deen hadden van ue: benevens mevrouw ue: liefste presentie
lonsen huyse soo dat niet weete wat reden ue heeft te melden nopende
de pachters van hildrecht & alverseel daer wijnigh op te connen seggen,
is ue hier over niet voldaen, ue can mant hier benevens mij stenen
die naer ue: sontentement beter soidde syn oft wel wij connen eenen
persoon gesamentleyc stallen die alle de goederen & inne comen
regeert, tot dat mij sullen geliquideert sijn, & ben bereijdt alle stonden
aen ue: mijne rekeninge te don, dan mijnen ontfangh s uyt geef
om aen ue te betalen tgme uy: soude comen dat nmeet ontfaulgen
hebbe, als ue tot noch toe van merckem & beste hoofden 
genoten heeft
Net belanght de papieren van het sterthuyst ick: heeft daer soo veelc
inssportie dan ghhadt alst ul gelieft heeft & sulte is ue nooys
geweijgert geweest maer wel van die laet gent te trans porteren
om dat de sostinnent mede brengen de selve int sterfhuys te moeten 
blijven, tot dat de scheiydinge & deylinge gedaen is, om der de sijne
te geven, hebben ue noch gepresentent giladt van Copye autentique
te geven opt coste vant gemijn sterhuyt, van de gene ick: soude
gelieven, waer mede niet te vreden waerti& voor antwoordt gaeft
de papieren bon gre meel gre soude mede nemen, waerom
genoodtsaeckt fijn geweert verbot te doen, daer van te vooren
noyt gedachten hadden daet soe te moeten somen, dat echter ue
g een prejuditie gedaen heeft cochte inspectie belet & op ue laedte
over somste is ue: alles getoont  van alles kemisse & paert gegeven
dat den hantboeck, oft in oomboeck tonten huyse is geweest was
om de revenuen te ontfanghen & aen te reekenen volgens ue ordre
takende de asffaires van rijsel, supponen dat ue niet meerder gedient
is met costaeete lijden, als ick & dat de soedtheydt sult gehadt hebben
van haer te versoecken het een te verheften voor het genjn
sterfhuys sonder prejuditie van jder sijn gerechtigheijdt. ma taute
van Zeller heeft tot noch toe voor rek: van het sterfhuyt niets
geremitteert, maer wel voor kan rekeninge & van tijdt tot tijdt 
geadviseert tgene sij voort te thuyt ontfanghen hadde om op den
insoom bousie an te teekenen, & op de groot boecken haer daer
vooren te debiteren. het is altijdt profijtelijcker remises te besomen
als te trecken sij is gewent geweest opt eynde vant jaer 
courant te senden, & tgene p saldo quamp te remitteden, wille niet
twijfelen, oft salt dit jaer effectueren, het steufhuys is aen haer
bj have rekeninge particulier, noch iets schuligh, het waer niet
wel dat sij aen ue jder reijse soude adviseren den ontfangh in plaetse
van aen ons, or dat de packters op den in coomboeck daer vooren moeten
gecrediteert worden, gelieft ue de helft te ontfangen, tis haer maer
te versoecken, oft wel soo have remises besome, sal ue de helft
daer van remitteren, het waer goedt dat onse affaires van het sterfhuy
een eijnde conden hebben, & dat ider het sijne tegeerde waer toe ul
niet wijnigh can contribueren van mijnen cant hebbe genoechsaem
getoont mijne genegentheyet bij alle de favorable proposit ien
aen ue gedaen, doch sonder effeet vanlende de antwoordt op den 
brief van dhe veuck an den procurear balingan geschreven vindt
us hier int eerste eenighsents beantwoordt, & wat daer door geresultert 
is het beste waer dat wij malhanderen londen verstaen & geen
debiters oft andere moeyelijck heden noodigh en hadden mijn liefste
is besogh met shanen was soo dra den tijdt haer permetteert sal de
rekeeninge van reyninge estamineren & de selve aen ul wederom
gesenden worden met eene memoiie
de mutskens van ack: fils sijn gecomen dogh 3 ven de selve waren te blijen soo
dat genootsaeet sijn geweest het medel naer hollant noch eens te senden
als die sullen ontfancken, werden ul: op het spoedighste te samn toegesonden
ten ware het mevroum geliefde, dat het eene bij provisie over sondt waer
mede naer presentatie van tienst eel respect blijve
mijn liehste doet ue henevins merou",,75864,,,,,3581,2232,1567,166,31,https://museumstichting.resourcespace.com/iiif/image/49537,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_mj104
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0033,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0033.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=32&xywh=-1391%2C0%2C10494%2C4670,33,"un sensible plaisir, d'aprendre la reconvalessence de mons: petit Cambray
& celle de mons. son fils & nous esperons quil reprendera les forces en peu
& que le bon dieu vous conservera pour des longes annees mon espouze
vous fait bien des compliments, de mesme a toute vre chen famile 
& elle vous est infinement oblige de vre chen souvenir comme celuy
qui se dit tres siucereme
comme la rente de mons: des jaurauxx eschue le 31 xbet courant, il 
seroit bien necessaire de luy donner part, que mons: hauvray vous
at transpoote sa portion dans dicelle, pour p.100g:- de brabant
courant ou vous pouviez vous advesser chez mons. pottier a Lille 
qui fait ordinairement les remises pour son compte
 Ady 27 xber 1729
Lille wed theodor Van Zeller
J'ay apriz avec bien du plaisir p l'honneur de la tres agreable vre du
120
23 court que le relief p la sug. d'esping & derseau at este paye p
boussemart au s despaing, en suite le consentement de mons. Coppens
dont il at paye ƒ172:- & ƒ428:- a vre chere personne ie ne doute
pas ou le dit boussemart vous aura mis en mains la recpusse 
du dits reliefs
vous avez la bonte de me marquer, que les eschantillions envoyez ont este
perdue, & que madame Crombien n'at pas eu la satisfaction de les voir
& somme ie n'en trouve pas des couleurs a prochantes a son eschantillions 
ie n'ay pas autue d'en prendre ce pour quoy ie vous envoye aj joint
de rechef 5 eschantillions dont il y en at trois couleurs violit deux
bleu tarquin sen eschantillion, n'est ay l'un ny lautre elle peut
choisir la couleur le plus a son gray, la quece de 22 escailins 
l'aune, est parfaittement belle& finne couleur, cependant les ordres
seront exactement obseure, vous priant de me renvoyer l'eschantillion 
quelle auta choisie pour avoir de la mesme piece
mon espouze aura soing d'anotter le tout sur les livres, & nous
vous sommes infinement oblige pour tous vos bontees. ie vous ce 
que mons. Coppens vous at escrit j'ay des grandissimes raisons 
pour ny pas contentir. mon espouze vous faitt bien des comt.
de myme e vre chere famile permette que cy jorgue aussiy
les miens, ayant l'honneur d'estre avec bien de cettinue
menetatien",,75864,,,,,860,3723,567,129,32,https://museumstichting.resourcespace.com/iiif/image/49538,fr,unreviewed,http://data.momu.be/ark:34546/m63xtm_md7wz
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0034,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0034.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=33&xywh=-1391%2C0%2C10494%2C4670,34,"15„
Depor ƒ alsoo mij toegesonden wyen medegeende fusiiatie
nopende de leenen van tesliuegen, ende dat ick niet
voorsien en ben van eenige originele papieren de
selve leeven varkende soo gelieft soo goet te sijn
vande voorseyde Juf. ter handt to stellen accn
Mijn heer Melijn omme de selve benefens de
geavnsteerde papieven te examineren, hem
te verhoeden van voordere s haeden ende
Intwesten t'sijnde tijde te dedureren dbaer
puiyt hij eensobeghte sal sien & bat proffijnt ey
geda heerft van de selve grapiren op vesipelse
geweijveert 't hebben, ende dat hij als ue van
doen als naer raede",,75864,,,,,3826,3046,960,146,33,https://museumstichting.resourcespace.com/iiif/image/49539,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_m8gts
